wfood;wfuel;wcloth;wacl;wtrans;wother;totexp;income;age;nk;food;fuel;cloth;alc;trans;other
0.3761;0.1684;0.0656;0.0062;0.2697;0.114;80;90;32;2;30.088;13.472;5.248;0.496;21.576;9.12
0.4093;0.1801;0.1082;0.0541;0;0.2484;60;70;24;2;24.558;10.806;6.492;3.246;0;14.904
0.4699;0.0621;0.1262;0.0152;0.1495;0.177;70;90;29;1;32.893;4.347;8.834;1.064;10.465;12.39
0.4571;0.11;0.1319;0;0.0051;0.2959;70;90;35;2;31.997;7.7;9.233;0;0.357;20.713
0.4167;0.0612;0.1906;0.0796;0.1234;0.1287;150;170;37;2;62.505;9.18;28.59;11.94;18.51;19.305
0.3174;0.0518;0.2457;0;0.2289;0.1562;110;70;30;2;34.914;5.698;27.027;0;25.179;17.182
0.4885;0.0838;0;0.0729;0.0342;0.3206;60;100;33;2;29.31;5.028;0;4.374;2.052;19.236
0.3921;0.0935;0.1707;0.0419;0.125;0.1768;90;110;41;2;35.289;8.415;15.363;3.771;11.25;15.912
0.2969;0.0517;0.1759;0;0.3525;0.123;160;220;39;2;47.504;8.272;28.144;0;56.4;19.68
0.374;0.0563;0.135;0.0078;0.1776;0.2493;80;130;44;2;29.92;4.504;10.8;0.624;14.208;19.944
0.2352;0.076;0.0862;0.0213;0.1561;0.4253;120;190;45;2;28.224;9.12;10.344;2.556;18.732;51.036
0.5134;0.0837;0.0419;0.2579;0.067;0.0361;60;30;20;1;30.804;5.022;2.514;15.474;4.02;2.166
0.1916;0.0546;0.1765;0.0201;0.1679;0.3894;120;240;36;2;22.992;6.552;21.18;2.412;20.148;46.728
0.1903;0.0658;0.0925;0.0078;0.3585;0.285;70;170;40;2;13.321;4.606;6.475;0.546;25.095;19.95
0.1455;0.0426;0.4824;0;0.0389;0.2906;200;170;33;2;29.1;8.52;96.48;0;7.78;58.12
0.4264;0.104;0.0034;0.0355;0.124;0.3068;60;70;29;2;25.584;6.24;0.204;2.13;7.44;18.408
0.4948;0.0877;0.1255;0.0904;0.0086;0.1929;60;130;27;1;29.688;5.262;7.53;5.424;0.516;11.574
0.4963;0.0869;0.0044;0.0946;0.044;0.2738;50;60;39;1;24.815;4.345;0.22;4.73;2.2;13.69
0.4248;0.0724;0.1952;0.03;0.027;0.2506;80;200;33;1;33.984;5.792;15.616;2.4;2.16;20.048
0.3636;0.0551;0.0538;0.103;0.2115;0.2128;90;100;38;2;32.724;4.959;4.842;9.27;19.035;19.152
0.3997;0.0697;0.091;0.0366;0.0096;0.3934;60;100;32;2;23.982;4.182;5.46;2.196;0.576;23.604
0.2145;0.0525;0.243;0.0233;0.1219;0.3447;210;250;35;1;45.045;11.025;51.03;4.893;25.599;72.387
0.2146;0.1034;0.0455;0.2614;0.1151;0.26;90;120;26;2;19.314;9.306;4.095;23.526;10.359;23.4
0.201;0.0846;0.141;0.013;0.0529;0.5074;190;270;37;2;38.19;16.074;26.79;2.47;10.051;96.406
0.2973;0.0572;0.1804;0.0062;0.0321;0.4268;110;250;38;2;32.703;6.292;19.844;0.682;3.531;46.948
0.0854;0.0147;0.0714;0.015;0.5948;0.2188;320;160;33;2;27.328;4.704;22.848;4.8;190.336;70.016
0.3032;0.0985;0.1858;0;0.1023;0.3102;100;420;36;1;30.32;9.85;18.58;0;10.23;31.02
0.4155;0.0735;0.0289;0.1249;0.0906;0.2666;100;130;39;2;41.55;7.35;2.89;12.49;9.06;26.66
0.3379;0.0946;0.1689;0.0136;0.0955;0.2894;90;130;55;1;30.411;8.514;15.201;1.224;8.595;26.046
0.3394;0.0728;0.1712;0.0361;0.047;0.3335;80;90;29;1;27.152;5.824;13.696;2.888;3.76;26.68
0.4797;0.0797;0;0.0327;0.0964;0.3115;70;110;31;2;33.579;5.579;0;2.289;6.748;21.805
0.3188;0.0507;0.0576;0;0.4291;0.1438;90;100;43;1;28.692;4.563;5.184;0;38.619;12.942
0.4093;0.0863;0.2003;0.0488;0.0846;0.1707;140;170;44;2;57.302;12.082;28.042;6.832;11.844;23.898
0.3754;0.0914;0.0396;0.1102;0.1102;0.2731;60;110;31;2;22.524;5.484;2.376;6.612;6.612;16.386
0.3273;0.0499;0.1115;0.0589;0.1191;0.3333;120;170;23;1;39.276;5.988;13.38;7.068;14.292;39.996
0.4971;0.0512;0.0167;0.0629;0.0757;0.2964;80;120;40;1;39.768;4.096;1.336;5.032;6.056;23.712
0.3045;0.0945;0.1045;0.11;0.0587;0.3277;110;180;44;2;33.495;10.395;11.495;12.1;6.457;36.047
0.4384;0.0695;0.0341;0;0.0946;0.3633;100;160;38;2;43.84;6.95;3.41;0;9.46;36.33
0.2896;0.0626;0;0.1273;0.2877;0.2328;100;180;52;1;28.96;6.26;0;12.73;28.77;23.28
0.4051;0.065;0.1231;0.0151;0.0828;0.3089;90;140;33;2;36.459;5.85;11.079;1.359;7.452;27.801
0.347;0.2207;0.0506;0.1343;0.0575;0.1899;70;170;29;1;24.29;15.449;3.542;9.401;4.025;13.293
0.2375;0.0357;0.1288;0.0739;0.0791;0.4449;140;250;36;2;33.25;4.998;18.032;10.346;11.074;62.286
0.2243;0.0295;0.3873;0;0.1815;0.1773;180;110;31;2;40.374;5.31;69.714;0;32.67;31.914
0.4476;0.1014;0.2335;0.0038;0.0198;0.1938;160;230;43;2;71.616;16.224;37.36;0.608;3.168;31.008
0.3552;0.0656;0.0719;0.0745;0.1879;0.2449;70;120;43;1;24.864;4.592;5.033;5.215;13.153;17.143
0.2566;0.0283;0.2019;0.0642;0.0472;0.4017;240;120;45;1;61.584;6.792;48.456;15.408;11.328;96.408
0.2279;0.0399;0.3601;0.0362;0.2148;0.1212;90;200;33;2;20.511;3.591;32.409;3.258;19.332;10.908
0.3426;0.0543;0.1015;0.0347;0.1706;0.2963;110;130;34;1;37.686;5.973;11.165;3.817;18.766;32.593
0.3551;0.0443;0.0655;0.0779;0.3125;0.1448;160;220;33;2;56.816;7.088;10.48;12.464;50;23.168
0.2722;0.1998;0.1856;0.0076;0.0091;0.3256;100;120;37;2;27.22;19.98;18.56;0.76;0.91;32.56
0.3906;0.1264;0;0.033;0.2014;0.2486;100;120;39;2;39.06;12.64;0;3.3;20.14;24.86
0.4348;0.1423;0.0107;0.1132;0.1185;0.1805;80;80;25;2;34.784;11.384;0.856;9.056;9.48;14.44
0.2693;0.0773;0.2918;0.0056;0.04;0.3159;90;150;40;2;24.237;6.957;26.262;0.504;3.6;28.431
0.1965;0.0871;0.099;0.0955;0.1445;0.3775;200;330;55;2;39.3;17.42;19.8;19.1;28.9;75.5
0.251;0.1513;0.0972;0.0586;0.1976;0.2442;80;100;32;2;20.08;12.104;7.776;4.688;15.808;19.536
0.4268;0.049;0.1368;0.006;0.1792;0.2022;90;150;40;2;38.412;4.41;12.312;0.54;16.128;18.198
0.3119;0.0503;0.0315;0.0544;0.1691;0.3829;120;190;46;1;37.428;6.036;3.78;6.528;20.292;45.948
0.3938;0.0415;0.141;0.0585;0.1359;0.2293;90;140;31;1;35.442;3.735;12.69;5.265;12.231;20.637
0.2115;0.0482;0.3747;0.1107;0.063;0.1919;110;140;31;1;23.265;5.302;41.217;12.177;6.93;21.109
0.4295;0.1353;0.025;0.1104;0.0982;0.2015;140;200;41;1;60.13;18.942;3.5;15.456;13.748;28.21
0.3415;0.1008;0.0671;0.0554;0.1345;0.3007;60;160;32;2;20.49;6.048;4.026;3.324;8.07;18.042
0.2382;0.0877;0.2153;0.1039;0.0373;0.3176;220;110;31;2;52.404;19.294;47.366;22.858;8.206;69.872
0.4138;0.0485;0.0206;0.0672;0.1226;0.3273;160;150;39;2;66.208;7.76;3.296;10.752;19.616;52.368
0.4923;0.0789;0.0196;0.0275;0.162;0.2197;70;170;35;2;34.461;5.523;1.372;1.925;11.34;15.379
0.6039;0.1273;0.032;0.0079;0.0626;0.1662;50;130;31;2;30.195;6.365;1.6;0.395;3.13;8.31
0.3496;0.1288;0.0745;0.0894;0.0612;0.2966;80;110;34;2;27.968;10.304;5.96;7.152;4.896;23.728
0.3439;0.1584;0.1465;0.0475;0.0268;0.2769;130;160;40;2;44.707;20.592;19.045;6.175;3.484;35.997
0.2607;0.1343;0.1965;0;0.2265;0.1819;90;80;33;2;23.463;12.087;17.685;0;20.385;16.371
0.2291;0.1244;0.1284;0.0206;0.2708;0.2267;90;160;46;1;20.619;11.196;11.556;1.854;24.372;20.403
0.3305;0.0506;0.1329;0.0451;0.0793;0.3615;90;90;35;2;29.745;4.554;11.961;4.059;7.137;32.535
0.2737;0.0692;0;0.0652;0.2187;0.3732;110;180;41;2;30.107;7.612;0;7.172;24.057;41.052
0.1874;0.1256;0.0764;0;0.2947;0.3159;40;100;26;1;7.496;5.024;3.056;0;11.788;12.636
0.4515;0.05;0.0028;0.0492;0.225;0.2215;60;120;27;2;27.09;3;0.168;2.952;13.5;13.29
0.451;0.0924;0.0105;0.1785;0.0779;0.1897;120;230;40;2;54.12;11.088;1.26;21.42;9.348;22.764
0.2001;0.0701;0.2763;0.0316;0.1251;0.2969;120;120;34;1;24.012;8.412;33.156;3.792;15.012;35.628
0.178;0.1717;0;0.0625;0.3442;0.2436;90;140;34;1;16.02;15.453;0;5.625;30.978;21.924
0.3274;0.086;0.1138;0.0214;0.1608;0.2906;80;60;60;1;26.192;6.88;9.104;1.712;12.864;23.248
0.4046;0.2903;0.0109;0.0492;0.026;0.2191;60;40;19;1;24.276;17.418;0.654;2.952;1.56;13.146
0.5052;0.1301;0.0247;0.0732;0.0112;0.2556;60;120;30;2;30.312;7.806;1.482;4.392;0.672;15.336
0.2944;0.0655;0.0334;0.0329;0.4015;0.1722;70;100;29;2;20.608;4.585;2.338;2.303;28.105;12.054
0.275;0.0831;0.1162;0.135;0.1243;0.2665;120;130;42;1;33;9.972;13.944;16.2;14.916;31.98
0.302;0.1145;0.0292;0.0544;0.2712;0.2287;70;120;32;1;21.14;8.015;2.044;3.808;18.984;16.009
0.3839;0.0566;0.0782;0;0.1807;0.3007;100;120;25;2;38.39;5.66;7.82;0;18.07;30.07
0.3083;0.0606;0.1205;0.066;0.0765;0.3681;100;150;39;2;30.83;6.06;12.05;6.6;7.65;36.81
0.4802;0.1167;0.0122;0.0497;0.1014;0.2399;70;110;37;2;33.614;8.169;0.854;3.479;7.098;16.793
0.4556;0.0637;0.1349;0.0528;0.1257;0.1672;80;100;37;2;36.448;5.096;10.792;4.224;10.056;13.376
0.2464;0.1042;0.0258;0.0133;0.2352;0.375;80;130;37;2;19.712;8.336;2.064;1.064;18.816;30
0.4184;0;0.0201;0.0399;0.2054;0.3162;90;100;42;1;37.656;0;1.809;3.591;18.486;28.458
0.3638;0.0666;0.2029;0.0049;0.0459;0.3158;80;140;31;2;29.104;5.328;16.232;0.392;3.672;25.264
0.2761;0.07;0.0811;0.0853;0.2309;0.2566;130;140;40;1;35.893;9.1;10.543;11.089;30.017;33.358
0.3043;0.0744;0.1291;0.035;0.0233;0.4339;130;120;40;1;39.559;9.672;16.783;4.55;3.029;56.407
0.4383;0.1449;0.0492;0.0139;0.0564;0.2973;50;110;25;2;21.915;7.245;2.46;0.695;2.82;14.865
0.3616;0.0503;0.0248;0.0066;0.2347;0.322;70;110;29;1;25.312;3.521;1.736;0.462;16.429;22.54
0.3126;0.0958;0.2538;0.0522;0.0929;0.1926;120;150;32;2;37.512;11.496;30.456;6.264;11.148;23.112
0.1829;0.1208;0.0347;0.0516;0.4034;0.2066;100;80;40;1;18.29;12.08;3.47;5.16;40.34;20.66
0.2792;0.1394;0;0.0835;0.1432;0.3547;60;120;32;2;16.752;8.364;0;5.01;8.592;21.282
0.4055;0.1167;0.1072;0;0.1192;0.2513;60;90;43;1;24.33;7.002;6.432;0;7.152;15.078
0.2396;0.0659;0.1481;0.0704;0.2433;0.2326;130;160;37;2;31.148;8.567;19.253;9.152;31.629;30.238
0.4385;0.0701;0.0233;0.1559;0.1897;0.1225;90;110;48;1;39.465;6.309;2.097;14.031;17.073;11.025
0.303;0.0549;0.173;0.0176;0.1116;0.3398;90;110;35;2;27.27;4.941;15.57;1.584;10.044;30.582
0.1563;0.108;0.3352;0.0064;0.1649;0.2293;50;100;41;1;7.815;5.4;16.76;0.32;8.245;11.465
0.2415;0.0497;0.1821;0.1003;0.1268;0.2995;210;110;36;2;50.715;10.437;38.241;21.063;26.628;62.895
0.4625;0.0719;0.031;0.1867;0.0644;0.1836;50;80;27;2;23.125;3.595;1.55;9.335;3.22;9.18
0.3742;0.0534;0.1103;0;0.2224;0.2397;70;140;35;2;26.194;3.738;7.721;0;15.568;16.779
0.456;0.1254;0.1106;0.0211;0.0926;0.1943;90;100;35;2;41.04;11.286;9.954;1.899;8.334;17.487
0.2331;0.0961;0.1131;0.0614;0.1469;0.3495;150;230;32;2;34.965;14.415;16.965;9.21;22.035;52.425
0.2567;0.1354;0.1292;0.0518;0.0719;0.355;210;170;53;1;53.907;28.434;27.132;10.878;15.099;74.55
0.3401;0.1143;0.2737;0.0356;0.0027;0.2335;70;120;26;2;23.807;8.001;19.159;2.492;0.189;16.345
0.4445;0.0865;0;0.0144;0.3198;0.1348;50;120;42;2;22.225;4.325;0;0.72;15.99;6.74
0.3882;0.1881;0.0346;0.0561;0.0068;0.3261;40;100;32;2;15.528;7.524;1.384;2.244;0.272;13.044
0.346;0.092;0.1544;0.0325;0.1437;0.2314;130;170;34;2;44.98;11.96;20.072;4.225;18.681;30.082
0.3904;0.1292;0.0674;0;0.1009;0.3119;50;130;34;2;19.52;6.46;3.37;0;5.045;15.595
0.4719;0.1642;0.043;0.1203;0.1298;0.0708;110;80;46;2;51.909;18.062;4.73;13.233;14.278;7.788
0.2555;0.0412;0.0119;0.0564;0.1202;0.5149;140;170;40;2;35.77;5.768;1.666;7.896;16.828;72.086
0.5301;0.1289;0.0726;0.0474;0.1168;0.1041;110;110;39;2;58.311;14.179;7.986;5.214;12.848;11.451
0.3876;0.1072;0.0114;0.065;0.2385;0.1902;190;180;47;2;73.644;20.368;2.166;12.35;45.315;36.138
0.1623;0.0587;0.3681;0.0648;0.0914;0.2547;160;110;26;1;25.968;9.392;58.896;10.368;14.624;40.752
0.3336;0.0341;0.1715;0.068;0.0512;0.3416;140;130;42;2;46.704;4.774;24.01;9.52;7.168;47.824
0.0571;0.0454;0.0315;0.003;0.6805;0.1824;270;150;34;1;15.417;12.258;8.505;0.81;183.735;49.248
0.4226;0.1154;0.0089;0.1305;0.0617;0.2609;50;110;31;1;21.13;5.77;0.445;6.525;3.085;13.045
0.4048;0.1617;0.0402;0.0272;0.0821;0.284;60;90;37;2;24.288;9.702;2.412;1.632;4.926;17.04
0.2544;0.0473;0.174;0.2425;0.0963;0.1856;100;130;24;1;25.44;4.73;17.4;24.25;9.63;18.56
0.5297;0.0554;0.0899;0.2362;0.0335;0.0553;60;90;21;1;31.782;3.324;5.394;14.172;2.01;3.318
0.2849;0.146;0.2391;0.1108;0.0788;0.1404;190;70;34;2;54.131;27.74;45.429;21.052;14.972;26.676
0.6218;0.1584;0;0;0;0.2197;40;50;47;1;24.872;6.336;0;0;0;8.788
0.4106;0.0402;0.0054;0.07;0.2256;0.2483;90;120;29;2;36.954;3.618;0.486;6.3;20.304;22.347
0.2787;0.1066;0.0176;0;0.2196;0.3775;70;90;34;2;19.509;7.462;1.232;0;15.372;26.425
0.3298;0.0759;0.2566;0.0292;0.1309;0.1777;100;260;38;2;32.98;7.59;25.66;2.92;13.09;17.77
0.6061;0.0459;0.0787;0.0679;0.0259;0.1755;130;160;44;2;78.793;5.967;10.231;8.827;3.367;22.815
0.1885;0.0328;0.1279;0.2162;0.1575;0.2771;140;140;27;1;26.39;4.592;17.906;30.268;22.05;38.794
